student_id,step,timestamp,concept,skill,item_id,irt_difficulty_b,irt_discrimination_a,student_theta,prior_mastery,is_correct,response_time_sec
STU_0002,25,2026-02-11T18:27:00+00:00,Regularization & Loss Functions,Machine Learning,ITEM_REGU_001,0.343,1.219,1.591,0.439,1,36
STU_0002,26,2026-02-11T18:31:00+00:00,Database Indexing & Query Plans,SQL,ITEM_DATA_008,1.05,1.137,1.661,0.385,1,40
STU_0002,27,2026-02-11T18:36:00+00:00,SQL Querying & Joins,SQL,ITEM_SQL _004,-1.626,1.244,1.731,0.38,0,37
STU_0002,28,2026-02-11T18:41:00+00:00,Neural Network Fundamentals,Deep Learning,ITEM_NEUR_001,0.415,1.25,1.711,0.182,0,36
STU_0002,29,2026-02-11T18:45:00+00:00,Window Functions,SQL,ITEM_WIND_008,0.438,1.259,1.691,0.774,1,58
STU_0002,30,2026-02-11T18:48:00+00:00,NumPy & Vectorization,Python,ITEM_NUMP_003,-0.035,1.236,1.761,0.273,0,35
STU_0002,31,2026-02-11T18:50:00+00:00,Python Concurrency & GIL,Python,ITEM_PYTH_004,0.909,1.799,1.741,0.433,0,47
STU_0002,32,2026-02-11T18:53:00+00:00,Message Queues & Async Tasks,Backend Architecture,ITEM_MESS_007,0.613,1.164,1.721,0.759,1,30
STU_0002,33,2026-02-11T18:57:00+00:00,Python Concurrency & GIL,Python,ITEM_PYTH_002,0.812,1.216,1.791,0.39,1,52
STU_0002,34,2026-02-11T19:02:00+00:00,Message Queues & Async Tasks,Backend Architecture,ITEM_MESS_002,0.576,1.246,1.861,0.822,0,45
STU_0002,35,2026-02-11T19:06:00+00:00,SQL Querying & Joins,SQL,ITEM_SQL _007,-1.679,1.637,1.841,0.342,1,33
STU_0002,36,2026-02-11T19:11:00+00:00,Gradient Boosting & Trees,Machine Learning,ITEM_GRAD_007,1.239,1.339,1.911,0.455,0,45
STU_0002,37,2026-02-11T19:16:00+00:00,Hypothesis Testing & p-values,Statistics,ITEM_HYPO_007,-0.482,1.292,1.891,0.466,1,29
STU_0002,38,2026-02-11T19:21:00+00:00,SQL Querying & Joins,SQL,ITEM_SQL _002,-1.524,1.423,1.961,0.513,1,29
STU_0002,39,2026-02-11T19:24:00+00:00,Evaluation Metrics,Machine Learning,ITEM_EVAL_005,0.151,1.351,2.031,0.638,1,29
STU_0002,40,2026-02-11T19:26:00+00:00,Distributed Systems & Scalability,System Design,ITEM_DIST_005,0.995,1.266,2.101,0.35,0,46
STU_0002,41,2026-02-11T19:28:00+00:00,Caching & Consistency,System Design,ITEM_CACH_005,0.508,1.451,2.081,0.489,1,17
STU_0002,42,2026-02-11T19:32:00+00:00,Caching & Consistency,System Design,ITEM_CACH_004,0.319,1.165,2.151,0.622,1,30
STU_0002,43,2026-02-11T19:34:00+00:00,Transformers & Attention,Deep Learning,ITEM_TRAN_001,1.367,1.791,2.221,0.151,1,50
STU_0002,44,2026-02-11T19:36:00+00:00,Transformers & Attention,Deep Learning,ITEM_TRAN_008,1.432,1.79,2.291,0.372,0,44
STU_0002,45,2026-02-11T19:40:00+00:00,Graph Algorithms,Data Structures & Algorithms,ITEM_GRAP_004,0.571,1.592,2.271,0.47,1,48
STU_0002,46,2026-02-11T19:42:00+00:00,Bias-Variance Tradeoff,Machine Learning,ITEM_BIAS_004,-0.587,1.163,2.341,0.475,1,37
STU_0002,47,2026-02-11T19:47:00+00:00,SQL Querying & Joins,SQL,ITEM_SQL _005,-1.469,1.398,2.411,0.64,0,38
STU_0002,48,2026-02-11T19:52:00+00:00,Transformers & Attention,Deep Learning,ITEM_TRAN_007,1.375,1.494,2.391,0.334,0,53
STU_0002,49,2026-02-11T19:56:00+00:00,NumPy & Vectorization,Python,ITEM_NUMP_002,-0.001,1.796,2.371,0.246,0,32
STU_0002,50,2026-02-11T19:58:00+00:00,Gradient Boosting & Trees,Machine Learning,ITEM_GRAD_006,1.056,1.655,2.351,0.409,1,51
STU_0003,1,2026-01-18T18:00:00+00:00,SQL Querying & Joins,SQL,ITEM_SQL _003,-1.532,1.392,-0.031,0.321,0,48
STU_0003,2,2026-01-18T18:04:00+00:00,Database Indexing & Query Plans,SQL,ITEM_DATA_007,1.181,1.195,-0.051,0.269,0,68
STU_0003,3,2026-01-18T18:09:00+00:00,Authentication & Security,Backend Architecture,ITEM_AUTH_001,0.255,1.451,-0.071,0.623,1,56
STU_0003,4,2026-01-18T18:12:00+00:00,Bias-Variance Tradeoff,Machine Learning,ITEM_BIAS_008,-0.555,1.594,-0.001,0.417,1,48
STU_0003,5,2026-01-18T18:15:00+00:00,Evaluation Metrics,Machine Learning,ITEM_EVAL_001,0.4,1.494,0.069,0.054,0,55
STU_0003,6,2026-01-18T18:18:00+00:00,Control Flow & Generators,Python,ITEM_CONT_008,-0.698,1.405,0.049,0.211,0,20
STU_0003,7,2026-01-18T18:20:00+00:00,RESTful APIs & HTTP,Backend Architecture,ITEM_REST_001,-0.358,1.616,0.029,0.524,1,35
STU_0003,8,2026-01-18T18:24:00+00:00,Window Functions,SQL,ITEM_WIND_007,0.287,1.272,0.099,0.059,0,45
STU_0003,9,2026-01-18T18:26:00+00:00,A/B Testing & Causal Inference,Statistics,ITEM_A/B _008,0.962,1.58,0.079,0.373,0,21
STU_0003,10,2026-01-18T18:29:00+00:00,Neural Network Fundamentals,Deep Learning,ITEM_NEUR_005,0.222,1.504,0.059,0.228,1,47
STU_0003,11,2026-01-18T18:32:00+00:00,Hypothesis Testing & p-values,Statistics,ITEM_HYPO_004,-0.52,1.573,0.129,0.479,0,54
STU_0003,12,2026-01-18T18:37:00+00:00,Probability Distributions,Statistics,ITEM_PROB_002,0.382,1.701,0.109,0.164,0,50
STU_0003,13,2026-01-18T18:41:00+00:00,Gradient Boosting & Trees,Machine Learning,ITEM_GRAD_004,1.046,1.173,0.089,0.401,0,55
STU_0003,14,2026-01-18T18:43:00+00:00,Transformers & Attention,Deep Learning,ITEM_TRAN_006,1.424,1.311,0.069,0.276,0,38
STU_0003,15,2026-01-18T18:45:00+00:00,Authentication & Security,Backend Architecture,ITEM_AUTH_007,0.065,1.624,0.049,0.721,0,36
STU_0003,16,2026-01-18T18:50:00+00:00,Database Indexing & Query Plans,SQL,ITEM_DATA_007,1.396,1.72,0.029,0.242,0,75
STU_0003,17,2026-01-18T18:54:00+00:00,Message Queues & Async Tasks,Backend Architecture,ITEM_MESS_004,0.51,1.375,0.009,0.032,0,41
STU_0003,18,2026-01-18T18:58:00+00:00,Regularization & Loss Functions,Machine Learning,ITEM_REGU_005,0.527,1.722,-0.011,0.267,1,54
STU_0003,19,2026-01-18T19:02:00+00:00,Evaluation Metrics,Machine Learning,ITEM_EVAL_003,0.384,1.346,0.059,0.08,0,42
STU_0003,20,2026-01-18T19:04:00+00:00,Database Indexing & Query Plans,SQL,ITEM_DATA_006,1.007,1.403,0.039,0.218,1,46
STU_0003,21,2026-01-18T19:06:00+00:00,Window Functions,SQL,ITEM_WIND_003,0.474,1.66,0.109,0.08,0,47
STU_0003,22,2026-01-18T19:11:00+00:00,Probability Distributions,Statistics,ITEM_PROB_001,0.008,1.739,0.089,0.148,1,36
STU_0003,23,2026-01-18T19:15:00+00:00,Evaluation Metrics,Machine Learning,ITEM_EVAL_003,0.309,1.727,0.159,0.08,0,45
STU_0003,24,2026-01-18T19:17:00+00:00,Evaluation Metrics,Machine Learning,ITEM_EVAL_001,0.149,1.513,0.139,0.08,0,46
STU_0003,25,2026-01-18T19:20:00+00:00,Transformers & Attention,Deep Learning,ITEM_TRAN_006,1.273,1.372,0.119,0.248,0,64
STU_0003,26,2026-01-18T19:23:00+00:00,Gradient Boosting & Trees,Machine Learning,ITEM_GRAD_003,1.242,1.538,0.099,0.361,1,57
STU_0003,27,2026-01-18T19:27:00+00:00,Evaluation Metrics,Machine Learning,ITEM_EVAL_005,0.214,1.509,0.169,0.08,0,33
STU_0003,28,2026-01-18T19:29:00+00:00,Neural Network Fundamentals,Deep Learning,ITEM_NEUR_002,0.254,1.531,0.149,0.429,1,23
STU_0003,29,2026-01-18T19:32:00+00:00,Control Flow & Generators,Python,ITEM_CONT_003,-0.78,1.16,0.219,0.19,0,24
STU_0003,30,2026-01-18T19:36:00+00:00,Transformers & Attention,Deep Learning,ITEM_TRAN_006,1.436,1.418,0.199,0.224,0,54
STU_0003,31,2026-01-18T19:40:00+00:00,SQL Querying & Joins,SQL,ITEM_SQL _002,-1.546,1.321,0.179,0.289,1,37
STU_0003,32,2026-01-18T19:43:00+00:00,Message Queues & Async Tasks,Backend Architecture,ITEM_MESS_006,0.642,1.159,0.249,0.08,0,37
STU_0003,33,2026-01-18T19:45:00+00:00,Control Flow & Generators,Python,ITEM_CONT_008,-0.777,1.526,0.229,0.171,1,57
STU_0003,34,2026-01-18T19:48:00+00:00,Message Queues & Async Tasks,Backend Architecture,ITEM_MESS_006,0.549,1.184,0.299,0.08,1,49
STU_0003,35,2026-01-18T19:53:00+00:00,Evaluation Metrics,Machine Learning,ITEM_EVAL_001,0.358,1.492,0.369,0.08,0,44
STU_0003,36,2026-01-18T19:58:00+00:00,Message Queues & Async Tasks,Backend Architecture,ITEM_MESS_003,0.421,1.551,0.349,0.319,1,66
STU_0003,37,2026-01-18T20:02:00+00:00,Control Flow & Generators,Python,ITEM_CONT_003,-0.67,1.695,0.419,0.387,1,30
STU_0003,38,2026-01-18T20:04:00+00:00,A/B Testing & Causal Inference,Statistics,ITEM_A/B _002,1.101,1.506,0.489,0.336,0,41
STU_0003,39,2026-01-18T20:07:00+00:00,Python Concurrency & GIL,Python,ITEM_PYTH_002,0.848,1.733,0.469,0.606,0,28
STU_0003,40,2026-01-18T20:10:00+00:00,Data Types & Mutability,Python,ITEM_DATA_004,-1.681,1.18,0.449,0.287,0,52
STU_0003,41,2026-01-18T20:12:00+00:00,Hypothesis Testing & p-values,Statistics,ITEM_HYPO_002,-0.469,1.504,0.429,0.431,1,40
STU_0003,42,2026-01-18T20:15:00+00:00,Transformers & Attention,Deep Learning,ITEM_TRAN_005,1.448,1.285,0.499,0.201,1,47
STU_0003,43,2026-01-18T20:19:00+00:00,Evaluation Metrics,Machine Learning,ITEM_EVAL_007,0.38,1.584,0.569,0.08,1,55
STU_0003,44,2026-01-18T20:23:00+00:00,Message Queues & Async Tasks,Backend Architecture,ITEM_MESS_002,0.6,1.409,0.639,0.496,1,30
STU_0003,45,2026-01-18T20:25:00+00:00,Window Functions,SQL,ITEM_WIND_008,0.528,1.547,0.709,0.08,0,50
STU_0003,46,2026-01-18T20:27:00+00:00,Window Functions,SQL,ITEM_WIND_001,0.359,1.268,0.689,0.08,0,33
STU_0003,47,2026-01-18T20:31:00+00:00,Transformers & Attention,Deep Learning,ITEM_TRAN_003,1.227,1.689,0.669,0.409,0,51
STU_0003,48,2026-01-18T20:33:00+00:00,Data Types & Mutability,Python,ITEM_DATA_007,-1.869,1.458,0.649,0.258,1,37
STU_0003,49,2026-01-18T20:38:00+00:00,Probability Distributions,Statistics,ITEM_PROB_004,0.17,1.177,0.719,0.369,1,42
STU_0003,50,2026-01-18T20:40:00+00:00,Data Types & Mutability,Python,ITEM_DATA_008,-1.822,1.381,0.789,0.451,1,48
STU_0004,1,2026-01-02T18:00:00+00:00,Time Complexity & Big-O,Data Structures & Algorithms,ITEM_TIME_007,-0.432,1.396,0.957,0.214,1,59
STU_0004,2,2026-01-02T18:04:00+00:00,Graph Algorithms,Data Structures & Algorithms,ITEM_GRAP_005,0.72,1.538,1.027,0.159,0,28
STU_0004,3,2026-01-02T18:09:00+00:00,NumPy & Vectorization,Python,ITEM_NUMP_008,0.27,1.212,1.007,0.273,0,37
STU_0004,4,2026-01-02T18:13:00+00:00,RESTful APIs & HTTP,Backend Architecture,ITEM_REST_008,-0.144,1.796,0.987,0.171,1,37
STU_0004,5,2026-01-02T18:17:00+00:00,Graph Algorithms,Data Structures & Algorithms,ITEM_GRAP_006,0.69,1.69,1.057,0.143,1,48
STU_0004,6,2026-01-02T18:22:00+00:00,Bias-Variance Tradeoff,Machine Learning,ITEM_BIAS_004,-0.472,1.174,1.127,0.519,0,41
STU_0004,7,2026-01-02T18:24:00+00:00,Gradient Boosting & Trees,Machine Learning,ITEM_GRAD_006,1.109,1.105,1.107,0.187,0,55
STU_0004,8,2026-01-02T18:28:00+00:00,Gradient Boosting & Trees,Machine Learning,ITEM_GRAD_003,1.115,1.119,1.087,0.168,0,68
STU_0004,9,2026-01-02T18:33:00+00:00,Python Concurrency & GIL,Python,ITEM_PYTH_005,0.82,1.534,1.067,0.293,1,53
STU_0004,10,2026-01-02T18:36:00+00:00,NumPy & Vectorization,Python,ITEM_NUMP_001,-0.03,1.196,1.137,0.245,0,63
STU_0004,11,2026-01-02T18:40:00+00:00,Caching & Consistency,System Design,ITEM_CACH_003,0.35,1.503,1.117,0.594,0,30
STU_0004,12,2026-01-02T18:44:00+00:00,Gradient Boosting & Trees,Machine Learning,ITEM_GRAD_001,1.036,1.583,1.097,0.151,1,35
STU_0004,13,2026-01-02T18:47:00+00:00,Time Complexity & Big-O,Data Structures & Algorithms,ITEM_TIME_006,-0.708,1.437,1.167,0.418,1,54
STU_0004,14,2026-01-02T18:52:00+00:00,Graph Algorithms,Data Structures & Algorithms,ITEM_GRAP_001,0.621,1.276,1.237,0.366,1,38
STU_0004,15,2026-01-02T18:54:00+00:00,Regularization & Loss Functions,Machine Learning,ITEM_REGU_007,0.449,1.469,1.307,0.733,1,51
STU_0004,16,2026-01-02T18:57:00+00:00,SQL Querying & Joins,SQL,ITEM_SQL _005,-1.598,1.553,1.377,0.082,0,41
STU_0004,17,2026-01-02T18:59:00+00:00,Distributed Systems & Scalability,System Design,ITEM_DIST_002,0.831,1.752,1.357,0.034,1,60
STU_0004,18,2026-01-02T19:03:00+00:00,Bias-Variance Tradeoff,Machine Learning,ITEM_BIAS_008,-0.572,1.54,1.427,0.467,1,34
STU_0004,19,2026-01-02T19:05:00+00:00,Window Functions,SQL,ITEM_WIND_007,0.566,1.547,1.497,0.205,1,24
STU_0004,20,2026-01-02T19:07:00+00:00,Caching & Consistency,System Design,ITEM_CACH_006,0.448,1.758,1.567,0.535,0,40
STU_0004,21,2026-01-02T19:10:00+00:00,Data Types & Mutability,Python,ITEM_DATA_008,-1.826,1.243,1.547,0.376,0,41
STU_0004,22,2026-01-02T19:12:00+00:00,Database Indexing & Query Plans,SQL,ITEM_DATA_001,1.374,1.381,1.527,0.369,0,87
STU_0004,23,2026-01-02T19:15:00+00:00,Transformers & Attention,Deep Learning,ITEM_TRAN_003,1.214,1.18,1.507,0.285,1,61
STU_0004,24,2026-01-02T19:17:00+00:00,Neural Network Fundamentals,Deep Learning,ITEM_NEUR_002,0.418,1.183,1.577,0.382,1,48
STU_0004,25,2026-01-02T19:20:00+00:00,RESTful APIs & HTTP,Backend Architecture,ITEM_REST_007,-0.254,1.104,1.647,0.387,1,48
STU_0004,26,2026-01-02T19:24:00+00:00,NumPy & Vectorization,Python,ITEM_NUMP_008,-0.099,1.559,1.717,0.221,1,53
STU_0004,27,2026-01-02T19:26:00+00:00,Database Indexing & Query Plans,SQL,ITEM_DATA_002,1.084,1.487,1.787,0.332,1,55
STU_0004,28,2026-01-02T19:28:00+00:00,Data Types & Mutability,Python,ITEM_DATA_004,-1.951,1.513,1.857,0.338,1,44
STU_0004,29,2026-01-02T19:33:00+00:00,SQL Querying & Joins,SQL,ITEM_SQL _007,-1.608,1.239,1.927,0.08,1,25
STU_0004,30,2026-01-02T19:37:00+00:00,Authentication & Security,Backend Architecture,ITEM_AUTH_002,0.352,1.42,1.997,0.467,1,42
STU_0004,31,2026-01-02T19:42:00+00:00,Graph Algorithms,Data Structures & Algorithms,ITEM_GRAP_005,0.532,1.267,2.067,0.531,0,48
STU_0004,32,2026-01-02T19:46:00+00:00,SQL Querying & Joins,SQL,ITEM_SQL _006,-1.301,1.191,2.047,0.319,0,44
STU_0004,33,2026-01-02T19:50:00+00:00,NumPy & Vectorization,Python,ITEM_NUMP_002,-0.056,1.175,2.027,0.423,1,48
STU_0004,34,2026-01-02T19:55:00+00:00,Distributed Systems & Scalability,System Design,ITEM_DIST_007,1.099,1.41,2.097,0.285,0,35
STU_0004,35,2026-01-02T20:00:00+00:00,Time Complexity & Big-O,Data Structures & Algorithms,ITEM_TIME_004,-0.551,1.264,2.077,0.569,1,45
STU_0004,36,2026-01-02T20:02:00+00:00,Transformers & Attention,Deep Learning,ITEM_TRAN_002,1.49,1.353,2.147,0.471,1,70
STU_0004,37,2026-01-02T20:06:00+00:00,A/B Testing & Causal Inference,Statistics,ITEM_A/B _003,1.053,1.46,2.217,0.449,1,44
