student_id,step,timestamp,concept,skill,item_id,irt_difficulty_b,irt_discrimination_a,student_theta,prior_mastery,is_correct,response_time_sec
STU_0002,4,2026-01-11T19:13:00+00:00,Hypothesis Testing & p-values,Statistics,ITEM_HYPO_002,-0.502,1.559,0.371,0.588,1,40
STU_0002,5,2026-01-11T19:18:00+00:00,Database Indexing & Query Plans,SQL,ITEM_DATA_001,1.07,1.771,0.441,0.715,0,35
STU_0002,6,2026-01-11T19:21:00+00:00,NumPy & Vectorization,Python,ITEM_NUMP_008,0.083,1.661,0.421,0.49,0,54
STU_0002,7,2026-01-11T19:26:00+00:00,Caching & Consistency,System Design,ITEM_CACH_008,0.378,1.211,0.401,0.146,0,43
STU_0002,8,2026-01-11T19:30:00+00:00,Database Indexing & Query Plans,SQL,ITEM_DATA_008,1.336,1.294,0.381,0.644,0,48
STU_0002,9,2026-01-11T19:32:00+00:00,Time Complexity & Big-O,Data Structures & Algorithms,ITEM_TIME_002,-0.686,1.29,0.361,0.422,1,40
STU_0002,10,2026-01-11T19:35:00+00:00,Python Concurrency & GIL,Python,ITEM_PYTH_008,0.693,1.586,0.431,0.392,0,57
STU_0002,11,2026-01-11T19:40:00+00:00,Control Flow & Generators,Python,ITEM_CONT_001,-0.817,1.394,0.411,0.63,0,44
STU_0002,12,2026-01-11T19:45:00+00:00,Neural Network Fundamentals,Deep Learning,ITEM_NEUR_007,0.102,1.346,0.391,0.341,0,56
STU_0002,13,2026-01-11T19:48:00+00:00,Neural Network Fundamentals,Deep Learning,ITEM_NEUR_006,0.188,1.405,0.371,0.307,1,22
STU_0002,14,2026-01-11T19:53:00+00:00,Graph Algorithms,Data Structures & Algorithms,ITEM_GRAP_007,0.466,1.427,0.441,0.098,1,43
STU_0002,15,2026-01-11T19:55:00+00:00,Pandas DataFrames,Python,ITEM_PAND_001,-0.143,1.195,0.511,0.674,1,38
STU_0002,16,2026-01-11T19:59:00+00:00,Hypothesis Testing & p-values,Statistics,ITEM_HYPO_007,-0.469,1.418,0.581,0.662,1,45
STU_0002,17,2026-01-11T20:03:00+00:00,Pandas DataFrames,Python,ITEM_PAND_006,-0.212,1.624,0.651,0.733,1,34
STU_0002,18,2026-01-11T20:06:00+00:00,Authentication & Security,Backend Architecture,ITEM_AUTH_001,0.027,1.77,0.721,0.26,1,47
STU_0002,19,2026-01-11T20:09:00+00:00,Database Indexing & Query Plans,SQL,ITEM_DATA_004,1.05,1.569,0.791,0.579,0,54
STU_0002,20,2026-01-11T20:14:00+00:00,Time Complexity & Big-O,Data Structures & Algorithms,ITEM_TIME_003,-0.698,1.358,0.771,0.526,1,55
STU_0002,21,2026-01-11T20:18:00+00:00,NumPy & Vectorization,Python,ITEM_NUMP_007,0.131,1.75,0.841,0.441,1,37
STU_0002,22,2026-01-11T20:23:00+00:00,Time Complexity & Big-O,Data Structures & Algorithms,ITEM_TIME_005,-0.721,1.514,0.911,0.611,0,40
STU_0002,23,2026-01-11T20:25:00+00:00,Distributed Systems & Scalability,System Design,ITEM_DIST_006,1.013,1.343,0.891,0.685,1,67
STU_0002,24,2026-01-11T20:27:00+00:00,Transformers & Attention,Deep Learning,ITEM_TRAN_006,1.359,1.109,0.961,0.424,1,45
STU_0002,25,2026-01-11T20:32:00+00:00,Time Complexity & Big-O,Data Structures & Algorithms,ITEM_TIME_005,-0.739,1.223,1.031,0.55,1,40
STU_0003,1,2026-01-03T12:00:00+00:00,Evaluation Metrics,Machine Learning,ITEM_EVAL_004,0.383,1.592,-1.359,0.359,0,48
STU_0003,2,2026-01-03T12:04:00+00:00,Authentication & Security,Backend Architecture,ITEM_AUTH_003,0.236,1.663,-1.379,0.503,1,48
STU_0003,3,2026-01-03T12:08:00+00:00,Python Concurrency & GIL,Python,ITEM_PYTH_005,0.629,1.216,-1.309,0.395,0,52
STU_0003,4,2026-01-03T12:13:00+00:00,NumPy & Vectorization,Python,ITEM_NUMP_008,0.087,1.313,-1.329,0.461,0,39
STU_0003,5,2026-01-03T12:15:00+00:00,RESTful APIs & HTTP,Backend Architecture,ITEM_REST_005,-0.484,1.402,-1.349,0.358,1,52
STU_0003,6,2026-01-03T12:17:00+00:00,Pandas DataFrames,Python,ITEM_PAND_005,-0.308,1.572,-1.279,0.464,0,38
STU_0003,7,2026-01-03T12:19:00+00:00,SQL Querying & Joins,SQL,ITEM_SQL _003,-1.512,1.556,-1.299,0.225,0,38
STU_0003,8,2026-01-03T12:24:00+00:00,Authentication & Security,Backend Architecture,ITEM_AUTH_002,0.326,1.778,-1.319,0.592,0,36
STU_0003,9,2026-01-03T12:27:00+00:00,Regularization & Loss Functions,Machine Learning,ITEM_REGU_007,0.465,1.447,-1.339,0.391,0,50
STU_0003,10,2026-01-03T12:29:00+00:00,A/B Testing & Causal Inference,Statistics,ITEM_A/B _001,0.835,1.277,-1.359,0.214,1,52
STU_0003,11,2026-01-03T12:34:00+00:00,Probability Distributions,Statistics,ITEM_PROB_008,0.022,1.463,-1.289,0.222,0,20
STU_0003,12,2026-01-03T12:39:00+00:00,Control Flow & Generators,Python,ITEM_CONT_002,-0.819,1.484,-1.309,0.174,0,25
STU_0003,13,2026-01-03T12:41:00+00:00,Authentication & Security,Backend Architecture,ITEM_AUTH_001,0.244,1.268,-1.329,0.533,1,48
STU_0003,14,2026-01-03T12:46:00+00:00,Pandas DataFrames,Python,ITEM_PAND_003,-0.31,1.689,-1.259,0.417,1,53
STU_0003,15,2026-01-03T12:51:00+00:00,Time Complexity & Big-O,Data Structures & Algorithms,ITEM_TIME_008,-0.683,1.594,-1.189,0.337,0,35
STU_0003,16,2026-01-03T12:56:00+00:00,Database Indexing & Query Plans,SQL,ITEM_DATA_003,1.183,1.201,-1.209,0.061,0,40
STU_0003,17,2026-01-03T12:58:00+00:00,Bias-Variance Tradeoff,Machine Learning,ITEM_BIAS_005,-0.391,1.698,-1.229,0.437,1,30
STU_0003,18,2026-01-03T13:00:00+00:00,Evaluation Metrics,Machine Learning,ITEM_EVAL_008,0.39,1.686,-1.159,0.323,0,33
STU_0003,19,2026-01-03T13:05:00+00:00,Gradient Boosting & Trees,Machine Learning,ITEM_GRAD_006,1.033,1.634,-1.179,0.373,0,35
STU_0003,20,2026-01-03T13:08:00+00:00,Time Complexity & Big-O,Data Structures & Algorithms,ITEM_TIME_008,-0.704,1.368,-1.199,0.303,0,32
STU_0003,21,2026-01-03T13:13:00+00:00,Hypothesis Testing & p-values,Statistics,ITEM_HYPO_003,-0.205,1.655,-1.219,0.375,0,44
STU_0003,22,2026-01-03T13:18:00+00:00,Control Flow & Generators,Python,ITEM_CONT_002,-0.85,1.776,-1.239,0.157,0,55
STU_0003,23,2026-01-03T13:23:00+00:00,Data Types & Mutability,Python,ITEM_DATA_003,-1.711,1.387,-1.259,0.529,0,51
STU_0003,24,2026-01-03T13:25:00+00:00,Neural Network Fundamentals,Deep Learning,ITEM_NEUR_006,0.413,1.286,-1.279,0.305,0,41
STU_0003,25,2026-01-03T13:30:00+00:00,Regularization & Loss Functions,Machine Learning,ITEM_REGU_001,0.551,1.721,-1.299,0.352,0,49
STU_0004,1,2026-02-11T10:00:00+00:00,Authentication & Security,Backend Architecture,ITEM_AUTH_007,0.33,1.737,0.216,0.186,1,59
STU_0004,2,2026-02-11T10:02:00+00:00,Python Concurrency & GIL,Python,ITEM_PYTH_003,0.618,1.126,0.286,0.221,0,52
STU_0004,3,2026-02-11T10:07:00+00:00,A/B Testing & Causal Inference,Statistics,ITEM_A/B _007,0.948,1.765,0.266,0.205,0,56
STU_0004,4,2026-02-11T10:10:00+00:00,Probability Distributions,Statistics,ITEM_PROB_006,0.262,1.684,0.246,0.263,0,50
STU_0004,5,2026-02-11T10:13:00+00:00,A/B Testing & Causal Inference,Statistics,ITEM_A/B _006,0.978,1.265,0.226,0.185,0,48
STU_0004,6,2026-02-11T10:17:00+00:00,Control Flow & Generators,Python,ITEM_CONT_004,-0.741,1.233,0.206,0.731,1,46
STU_0004,7,2026-02-11T10:19:00+00:00,Control Flow & Generators,Python,ITEM_CONT_004,-0.585,1.27,0.276,0.78,1,31
STU_0004,8,2026-02-11T10:21:00+00:00,Caching & Consistency,System Design,ITEM_CACH_001,0.283,1.251,0.346,0.163,0,40
STU_0004,9,2026-02-11T10:25:00+00:00,Python Concurrency & GIL,Python,ITEM_PYTH_002,0.995,1.478,0.326,0.199,0,56
STU_0004,10,2026-02-11T10:27:00+00:00,Python Concurrency & GIL,Python,ITEM_PYTH_001,0.606,1.653,0.306,0.179,1,44
STU_0004,11,2026-02-11T10:30:00+00:00,Graph Algorithms,Data Structures & Algorithms,ITEM_GRAP_008,0.568,1.18,0.376,0.504,1,52
STU_0004,12,2026-02-11T10:34:00+00:00,Transformers & Attention,Deep Learning,ITEM_TRAN_005,1.337,1.416,0.446,0.066,1,43
STU_0004,13,2026-02-11T10:39:00+00:00,Authentication & Security,Backend Architecture,ITEM_AUTH_007,0.386,1.143,0.516,0.333,0,33
STU_0004,14,2026-02-11T10:44:00+00:00,Message Queues & Async Tasks,Backend Architecture,ITEM_MESS_003,0.343,1.599,0.496,0.39,1,51
STU_0004,15,2026-02-11T10:46:00+00:00,Python Concurrency & GIL,Python,ITEM_PYTH_006,0.71,1.543,0.566,0.327,0,43
STU_0004,16,2026-02-11T10:51:00+00:00,RESTful APIs & HTTP,Backend Architecture,ITEM_REST_004,-0.288,1.418,0.546,0.303,0,52
STU_0004,17,2026-02-11T10:56:00+00:00,A/B Testing & Causal Inference,Statistics,ITEM_A/B _007,1.155,1.39,0.526,0.166,0,62
STU_0004,18,2026-02-11T11:01:00+00:00,Graph Algorithms,Data Structures & Algorithms,ITEM_GRAP_008,0.438,1.399,0.506,0.593,0,41
STU_0004,19,2026-02-11T11:03:00+00:00,Pandas DataFrames,Python,ITEM_PAND_006,-0.067,1.165,0.486,0.322,1,44
STU_0004,20,2026-02-11T11:06:00+00:00,Caching & Consistency,System Design,ITEM_CACH_007,0.224,1.77,0.556,0.146,0,37
STU_0004,21,2026-02-11T11:08:00+00:00,Evaluation Metrics,Machine Learning,ITEM_EVAL_004,0.34,1.346,0.536,0.021,0,35
STU_0004,22,2026-02-11T11:11:00+00:00,Message Queues & Async Tasks,Backend Architecture,ITEM_MESS_005,0.493,1.693,0.516,0.5,1,41
STU_0004,23,2026-02-11T11:14:00+00:00,Probability Distributions,Statistics,ITEM_PROB_001,0.338,1.782,0.586,0.237,0,42
STU_0004,24,2026-02-11T11:18:00+00:00,Data Types & Mutability,Python,ITEM_DATA_003,-1.928,1.592,0.566,0.465,1,39
STU_0004,25,2026-02-11T11:23:00+00:00,Pandas DataFrames,Python,ITEM_PAND_004,-0.343,1.543,0.636,0.444,1,40
STU_0005,1,2026-02-02T19:00:00+00:00,SQL Querying & Joins,SQL,ITEM_SQL _003,-1.684,1.595,-0.54,0.691,0,44
STU_0005,2,2026-02-02T19:04:00+00:00,Gradient Boosting & Trees,Machine Learning,ITEM_GRAD_006,1.267,1.371,-0.56,0.428,0,53
STU_0005,3,2026-02-02T19:06:00+00:00,Regularization & Loss Functions,Machine Learning,ITEM_REGU_003,0.338,1.575,-0.58,0.455,1,41
STU_0005,4,2026-02-02T19:10:00+00:00,Pandas DataFrames,Python,ITEM_PAND_007,-0.167,1.199,-0.51,0.481,1,55
STU_0005,5,2026-02-02T19:13:00+00:00,RESTful APIs & HTTP,Backend Architecture,ITEM_REST_006,-0.216,1.159,-0.44,0.531,0,36
STU_0005,6,2026-02-02T19:16:00+00:00,Message Queues & Async Tasks,Backend Architecture,ITEM_MESS_007,0.581,1.763,-0.46,0.347,0,50
STU_0005,7,2026-02-02T19:20:00+00:00,Data Types & Mutability,Python,ITEM_DATA_008,-1.855,1.226,-0.48,0.202,1,37
STU_0005,8,2026-02-02T19:23:00+00:00,Database Indexing & Query Plans,SQL,ITEM_DATA_001,1.4,1.208,-0.41,0.804,1,59
STU_0005,9,2026-02-02T19:27:00+00:00,RESTful APIs & HTTP,Backend Architecture,ITEM_REST_003,-0.448,1.364,-0.34,0.478,1,28
STU_0005,10,2026-02-02T19:32:00+00:00,Control Flow & Generators,Python,ITEM_CONT_008,-0.736,1.573,-0.27,0.139,1,32
STU_0005,11,2026-02-02T19:35:00+00:00,Caching & Consistency,System Design,ITEM_CACH_004,0.296,1.776,-0.2,0.692,0,46
STU_0005,12,2026-02-02T19:39:00+00:00,Message Queues & Async Tasks,Backend Architecture,ITEM_MESS_007,0.679,1.789,-0.22,0.312,0,46
STU_0005,13,2026-02-02T19:42:00+00:00,Window Functions,SQL,ITEM_WIND_008,0.521,1.197,-0.24,0.141,1,55
STU_0005,14,2026-02-02T19:46:00+00:00,Caching & Consistency,System Design,ITEM_CACH_003,0.574,1.598,-0.17,0.622,0,49
STU_0005,15,2026-02-02T19:50:00+00:00,A/B Testing & Causal Inference,Statistics,ITEM_A/B _004,1.162,1.203,-0.19,0.334,0,56
STU_0005,16,2026-02-02T19:55:00+00:00,Gradient Boosting & Trees,Machine Learning,ITEM_GRAD_002,1.272,1.39,-0.21,0.385,0,48
STU_0005,17,2026-02-02T19:59:00+00:00,Database Indexing & Query Plans,SQL,ITEM_DATA_006,1.011,1.752,-0.23,0.839,0,59
STU_0005,18,2026-02-02T20:02:00+00:00,Python Concurrency & GIL,Python,ITEM_PYTH_008,0.615,1.742,-0.25,0.434,0,55
STU_0005,19,2026-02-02T20:07:00+00:00,RESTful APIs & HTTP,Backend Architecture,ITEM_REST_003,-0.498,1.155,-0.27,0.572,1,25
STU_0005,20,2026-02-02T20:12:00+00:00,NumPy & Vectorization,Python,ITEM_NUMP_008,0.21,1.266,-0.2,0.264,1,43
STU_0005,21,2026-02-02T20:14:00+00:00,NumPy & Vectorization,Python,ITEM_NUMP_004,0.235,1.45,-0.13,0.396,0,57
STU_0005,22,2026-02-02T20:17:00+00:00,Evaluation Metrics,Machine Learning,ITEM_EVAL_002,0.272,1.53,-0.15,0.235,1,30
STU_0005,23,2026-02-02T20:21:00+00:00,Pandas DataFrames,Python,ITEM_PAND_001,-0.019,1.481,-0.08,0.574,0,47
STU_0005,24,2026-02-02T20:26:00+00:00,Neural Network Fundamentals,Deep Learning,ITEM_NEUR_002,0.117,1.371,-0.1,0.543,1,41
STU_0005,25,2026-02-02T20:30:00+00:00,Database Indexing & Query Plans,SQL,ITEM_DATA_006,1.293,1.54,-0.03,0.756,0,46
STU_0006,1,2026-02-09T10:00:00+00:00,Pandas DataFrames,Python,ITEM_PAND_007,-0.276,1.8,1.067,0.356,0,43
STU_0006,2,2026-02-09T10:05:00+00:00,Distributed Systems & Scalability,System Design,ITEM_DIST_006,0.73,1.781,1.047,0.359,0,34
STU_0006,3,2026-02-09T10:08:00+00:00,Caching & Consistency,System Design,ITEM_CACH_007,0.456,1.227,1.027,0.411,0,50
STU_0006,4,2026-02-09T10:10:00+00:00,NumPy & Vectorization,Python,ITEM_NUMP_005,0.107,1.313,1.007,0.613,1,47
STU_0006,5,2026-02-09T10:12:00+00:00,Bias-Variance Tradeoff,Machine Learning,ITEM_BIAS_005,-0.621,1.769,1.077,0.415,1,37
STU_0006,6,2026-02-09T10:14:00+00:00,Transformers & Attention,Deep Learning,ITEM_TRAN_006,1.356,1.514,1.147,0.34,0,62
STU_0006,7,2026-02-09T10:16:00+00:00,Data Types & Mutability,Python,ITEM_DATA_005,-1.968,1.764,1.127,0.458,0,52
STU_0006,8,2026-02-09T10:19:00+00:00,Distributed Systems & Scalability,System Design,ITEM_DIST_005,0.867,1.547,1.107,0.323,0,44
STU_0006,9,2026-02-09T10:24:00+00:00,Database Indexing & Query Plans,SQL,ITEM_DATA_002,1.322,1.579,1.087,0.653,1,49
STU_0006,10,2026-02-09T10:26:00+00:00,SQL Querying & Joins,SQL,ITEM_SQL _006,-1.524,1.439,1.157,0.306,1,33
STU_0006,11,2026-02-09T10:30:00+00:00,Hypothesis Testing & p-values,Statistics,ITEM_HYPO_006,-0.548,1.359,1.227,0.306,1,34
STU_0006,12,2026-02-09T10:33:00+00:00,A/B Testing & Causal Inference,Statistics,ITEM_A/B _007,0.849,1.415,1.297,0.517,1,73
STU_0006,13,2026-02-09T10:36:00+00:00,SQL Querying & Joins,SQL,ITEM_SQL _004,-1.375,1.754,1.367,0.431,0,47
STU_0006,14,2026-02-09T10:39:00+00:00,Neural Network Fundamentals,Deep Learning,ITEM_NEUR_007,0.498,1.427,1.347,0.654,0,41
STU_0006,15,2026-02-09T10:44:00+00:00,Database Indexing & Query Plans,SQL,ITEM_DATA_008,1.086,1.347,1.327,0.715,1,53
STU_0006,16,2026-02-09T10:49:00+00:00,Evaluation Metrics,Machine Learning,ITEM_EVAL_007,0.315,1.693,1.397,0.764,1,55
STU_0006,17,2026-02-09T10:53:00+00:00,Control Flow & Generators,Python,ITEM_CONT_005,-0.74,1.499,1.467,0.626,1,29
STU_0006,18,2026-02-09T10:55:00+00:00,Hypothesis Testing & p-values,Statistics,ITEM_HYPO_002,-0.398,1.635,1.537,0.431,1,55
STU_0006,19,2026-02-09T10:58:00+00:00,NumPy & Vectorization,Python,ITEM_NUMP_006,0.058,1.656,1.607,0.683,1,39
STU_0006,20,2026-02-09T11:01:00+00:00,Window Functions,SQL,ITEM_WIND_008,0.441,1.381,1.677,0.777,1,60
STU_0006,21,2026-02-09T11:06:00+00:00,Python Concurrency & GIL,Python,ITEM_PYTH_006,0.843,1.461,1.747,0.213,1,53
STU_0006,22,2026-02-09T11:09:00+00:00,Hypothesis Testing & p-values,Statistics,ITEM_HYPO_008,-0.204,1.618,1.817,0.533,1,30
STU_0006,23,2026-02-09T11:13:00+00:00,Neural Network Fundamentals,Deep Learning,ITEM_NEUR_007,0.426,1.358,1.887,0.588,1,61
STU_0006,24,2026-02-09T11:17:00+00:00,Graph Algorithms,Data Structures & Algorithms,ITEM_GRAP_004,0.749,1.54,1.957,0.267,1,47
STU_0006,25,2026-02-09T11:19:00+00:00,Distributed Systems & Scalability,System Design,ITEM_DIST_007,0.892,1.467,2.027,0.291,0,65
STU_0007,1,2026-01-26T15:00:00+00:00,Transformers & Attention,Deep Learning,ITEM_TRAN_003,1.231,1.381,0.359,0.35,1,48
STU_0007,2,2026-01-26T15:05:00+00:00,Regularization & Loss Functions,Machine Learning,ITEM_REGU_006,0.674,1.105,0.429,0.491,1,40
STU_0007,3,2026-01-26T15:09:00+00:00,Distributed Systems & Scalability,System Design,ITEM_DIST_004,0.989,1.108,0.499,0.728,0,54
STU_0007,4,2026-01-26T15:11:00+00:00,Message Queues & Async Tasks,Backend Architecture,ITEM_MESS_005,0.347,1.315,0.479,0.243,1,22
STU_0007,5,2026-01-26T15:13:00+00:00,Authentication & Security,Backend Architecture,ITEM_AUTH_004,0.366,1.307,0.549,0.233,0,44
STU_0007,6,2026-01-26T15:16:00+00:00,Neural Network Fundamentals,Deep Learning,ITEM_NEUR_008,0.161,1.623,0.529,0.511,0,31
STU_0007,7,2026-01-26T15:19:00+00:00,Database Indexing & Query Plans,SQL,ITEM_DATA_008,1.272,1.517,0.509,0.49,0,61
STU_0007,8,2026-01-26T15:23:00+00:00,Pandas DataFrames,Python,ITEM_PAND_003,-0.033,1.179,0.489,0.269,0,45
STU_0007,9,2026-01-26T15:26:00+00:00,Regularization & Loss Functions,Machine Learning,ITEM_REGU_008,0.642,1.409,0.469,0.583,0,43
STU_0007,10,2026-01-26T15:28:00+00:00,Transformers & Attention,Deep Learning,ITEM_TRAN_008,1.278,1.139,0.449,0.467,1,44
STU_0007,11,2026-01-26T15:32:00+00:00,Graph Algorithms,Data Structures & Algorithms,ITEM_GRAP_004,0.409,1.278,0.519,0.42,1,51
STU_0007,12,2026-01-26T15:34:00+00:00,Control Flow & Generators,Python,ITEM_CONT_008,-0.731,1.59,0.589,0.452,1,59
STU_0007,13,2026-01-26T15:36:00+00:00,Evaluation Metrics,Machine Learning,ITEM_EVAL_007,0.264,1.638,0.659,0.468,0,50
STU_0007,14,2026-01-26T15:40:00+00:00,Hypothesis Testing & p-values,Statistics,ITEM_HYPO_003,-0.421,1.742,0.639,0.277,1,62
STU_0007,15,2026-01-26T15:44:00+00:00,NumPy & Vectorization,Python,ITEM_NUMP_004,-0.029,1.476,0.709,0.461,1,52
STU_0007,16,2026-01-26T15:46:00+00:00,Data Types & Mutability,Python,ITEM_DATA_004,-1.609,1.424,0.779,0.55,1,31
STU_0007,17,2026-01-26T15:49:00+00:00,A/B Testing & Causal Inference,Statistics,ITEM_A/B _002,0.938,1.293,0.849,0.144,0,55
STU_0007,18,2026-01-26T15:51:00+00:00,Message Queues & Async Tasks,Backend Architecture,ITEM_MESS_002,0.468,1.636,0.829,0.379,0,52
STU_0007,19,2026-01-26T15:53:00+00:00,A/B Testing & Causal Inference,Statistics,ITEM_A/B _001,1.039,1.592,0.809,0.13,1,53
STU_0007,20,2026-01-26T15:58:00+00:00,A/B Testing & Causal Inference,Statistics,ITEM_A/B _005,0.894,1.252,0.879,0.287,0,61
STU_0007,21,2026-01-26T16:01:00+00:00,Graph Algorithms,Data Structures & Algorithms,ITEM_GRAP_006,0.63,1.504,0.859,0.524,0,51
STU_0007,22,2026-01-26T16:04:00+00:00,Evaluation Metrics,Machine Learning,ITEM_EVAL_003,0.451,1.79,0.839,0.421,1,38
STU_0007,23,2026-01-26T16:09:00+00:00,Caching & Consistency,System Design,ITEM_CACH_007,0.398,1.781,0.909,0.091,0,48
STU_0007,24,2026-01-26T16:13:00+00:00,Time Complexity & Big-O,Data Structures & Algorithms,ITEM_TIME_004,-0.633,1.204,0.889,0.573,1,40
STU_0007,25,2026-01-26T16:17:00+00:00,Time Complexity & Big-O,Data Structures & Algorithms,ITEM_TIME_007,-0.742,1.424,0.959,0.65,1,28
STU_0008,1,2026-01-26T10:00:00+00:00,Gradient Boosting & Trees,Machine Learning,ITEM_GRAD_004,1.284,1.421,-0.302,0.206,0,53
STU_0008,2,2026-01-26T10:04:00+00:00,Message Queues & Async Tasks,Backend Architecture,ITEM_MESS_007,0.631,1.156,-0.322,0.63,0,46
STU_0008,3,2026-01-26T10:09:00+00:00,Hypothesis Testing & p-values,Statistics,ITEM_HYPO_003,-0.379,1.139,-0.342,0.294,1,37
STU_0008,4,2026-01-26T10:11:00+00:00,Neural Network Fundamentals,Deep Learning,ITEM_NEUR_001,0.438,1.551,-0.272,0.342,1,71
STU_0008,5,2026-01-26T10:14:00+00:00,Window Functions,SQL,ITEM_WIND_005,0.561,1.585,-0.202,0.44,0,42
STU_0008,6,2026-01-26T10:16:00+00:00,Pandas DataFrames,Python,ITEM_PAND_006,-0.126,1.296,-0.222,0.569,0,36
STU_0008,7,2026-01-26T10:18:00+00:00,Window Functions,SQL,ITEM_WIND_007,0.435,1.627,-0.242,0.396,0,39
STU_0008,8,2026-01-26T10:20:00+00:00,Evaluation Metrics,Machine Learning,ITEM_EVAL_006,0.165,1.268,-0.262,0.439,0,25
STU_0008,9,2026-01-26T10:25:00+00:00,Graph Algorithms,Data Structures & Algorithms,ITEM_GRAP_006,0.456,1.792,-0.282,0.12,0,59
STU_0008,10,2026-01-26T10:27:00+00:00,NumPy & Vectorization,Python,ITEM_NUMP_007,0.075,1.687,-0.302,0.508,1,43
STU_0008,11,2026-01-26T10:31:00+00:00,Data Types & Mutability,Python,ITEM_DATA_004,-1.746,1.648,-0.232,0.188,1,15
STU_0008,12,2026-01-26T10:35:00+00:00,Caching & Consistency,System Design,ITEM_CACH_005,0.576,1.402,-0.162,0.432,0,44
